Camera,Peromyscus,Scrub Jay,Spotted Towhee,CHSP,Chipmunk,Neotoma,Cottontail,Rock squirrel,Sceloporus,Whiptail,Elk,Raven,Bluebird,Robin,Horned lizard,Junco,Grey fox,Snake,Jackrabbit,Deer,Turkey,ATFL,Mourning Dove,rich,Cluster,Treatment,Site,Lzeq,Laeq,Lux,Lat,Long,Elevation,Landcover,M_Illum,JDay
TP04_7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Orange,Combined,TP04,69.6,44.2,0.21,36.90754,-107.70879,NA,Shrubland,0.487699103,161
TP04_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Orange,Combined,TP04,64.3,43.8,0.21,36.90756,-107.70858,NA,Shrubland,0.637823988,162.5
TP04_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Orange,Combined,TP04,67.1,44.9,0.15,36.90714,-107.71018,NA,Shrubland,0.787948873,164
TP05_1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Green,Noise,TP05,82.7,52.7,0,36.92387603,-107.667298,2040.4729,Shrubland,0.557891304,175.3333333
TP05_10,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Green,Noise,TP05,81.2,52.8,0,36.92251498,-107.667699,2031.170654,Shrubland,0.550495132,175.3846154
TP05_3,113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Green,Noise,TP05,83.4,62.8,0,36.92374703,-107.666129,2035.730957,Shrubland,0.563200215,175.2807018
TP05_4,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Green,Noise,TP05,79.8,64.9,0,36.923769,-107.665911,2041.052002,Shrubland,0.580385445,175.12
TP05_6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Green,Noise,TP05,79.8,43.8,0,36.923051,-107.665399,2035.577637,Shrubland,0.59316971,175
TP05_7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Green,Noise,TP05,81.1,58,0,36.92230803,-107.666189,2030.048706,Shrubland,0.639427152,174.5333333
TP05_9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Green,Noise,TP05,83.4,50.4,0,36.92267398,-107.667415,2029.605713,Shrubland,0.674476322,174.2
TP07_1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Green,Combined,TP07,84.9,59.6,0,36.92168299,-107.654624,2007.09668,Shrubland,0.690410168,174
TP07_3,54,0,0,0,0,0,1,10,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Green,Combined,TP07,76.4,46.1,0,36.92197099,-107.656011,2009.604492,Woodland,0.602224633,174.9041096
TP07_5,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Green,Combined,TP07,83.6,54.8,0.33,36.92255404,-107.654848,2002.830566,Shrubland,0.691813761,174.0294118
TP07_6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Green,Combined,TP07,84.3,53.8,0.03,36.92236301,-107.654848,2000.673828,Shrubland,0.620952698,174.7142857
TP07_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,Green,Combined,TP07,82.2,52.2,0.23,36.92212204,-107.653436,2001.845947,Woodland,0.59316971,175
TP07_8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Green,Combined,TP07,83.1,51,1.45,36.922217,-107.653413,2001.051758,Woodland,0.59316971,175
TP07_9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Green,Combined,TP07,76.1,48.1,0,36.92132601,-107.653273,2003.085693,Woodland,0.66092522,174.3333333
TP09_1,5,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,Pink,Combined,TP09,83.3,56.9,0.15,36.99740896,-107.685924,2038.369019,Woodland,0.213100822,158.2
TP09_10,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,Pink,Combined,TP09,74,45.3,0.03,36.99838604,-107.687616,2020.592407,Shrubland,0.308672737,159.25
TP09_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pink,Combined,TP09,81.3,54.7,0.05,36.99720897,-107.685892,2037.064941,Woodland,0.28245344,159
TP09_5,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pink,Combined,TP09,76.5,47.3,0.65,36.99925499,-107.684035,2030.235474,Woodland,0.255266464,158.6842105
TP09_6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pink,Combined,TP09,77.1,49.7,0.07,36.99937301,-107.684227,2027.551636,Woodland,0.307446319,159.25
TP09_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pink,Combined,TP09,77.1,45.7,1.96,36.99883103,-107.686144,2029.935547,Woodland,0.28245344,159
TP10_1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,Pink,Noise,TP10,81.7,56.9,0,36.97469903,-107.704983,2041.63855,Woodland,0.217543032,158.2337662
TP10_2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pink,Noise,TP10,77.5,45.6,0,36.97482501,-107.705321,2040.634277,Woodland,0.365763035,159.8333333
TP10_3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pink,Noise,TP10,83.8,57.2,0,36.975427,-107.70453,2046.079102,Woodland,0.364248316,159.8181818
TP10_4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pink,Noise,TP10,80.5,52.9,0,36.97567502,-107.704465,2046.532715,Woodland,0.241971576,158.4947368
TP10_5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pink,Noise,TP10,76.7,45,0,36.97583696,-107.703706,2044.010498,Woodland,0.340770157,159.5833333
TP10_6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pink,Noise,TP10,80.2,49.8,0,36.97564702,-107.703768,2045.307495,Woodland,0.116010681,157
TP10_8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pink,Noise,TP10,79.6,50.8,0,36.97463499,-107.703116,2045.029297,Woodland,0.382424955,160
TP10_9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pink,Noise,TP10,77.3,49.8,0,36.97403904,-107.703449,2039.322266,Woodland,0.344935637,159.625
TP11_1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yellow,Noise,TP11,71.8,46.5,0,36.88867296,-107.710909,1973.479492,Shrubland,0.939598265,170.8
TP11_10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Yellow,Noise,TP11,81.5,46,0,36.88729003,-107.711345,1959.388184,Shrubland,0.962687238,170
TP11_3,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Yellow,Noise,TP11,79.7,46.9,0,36.88955398,-107.711893,1969.495605,Woodland,0.974693497,170
TP11_4,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Yellow,Noise,TP11,69.7,42.9,0,36.88959396,-107.712153,1969.897339,Woodland,0.967476086,169.9166667
TP11_6,1,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Yellow,Noise,TP11,71.8,40.3,0,36.88878997,-107.713221,1971.357056,Shrubland,0.996290003,169.0384615
TP11_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Yellow,Noise,TP11,70.3,47.8,0,36.88785103,-107.712869,1970.737305,Shrubland,0.997153863,169
TP11_9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Yellow,Noise,TP11,68.3,43.7,0,36.88739698,-107.711579,1959.468506,Shrubland,0.959367416,170.2162162
